"age_group","count","percent","rates"
"19 or under","3515","17.1","716.7"
"20-29","4191","20.4","1695.5"
"30-39","3789","18.4","1389.1"
"40-49","3393","16.5","1188.7"
"50-59","2644","12.8","975.2"
"60-69","1570","7.6","727.7"
"70-79","800","3.9","598.8"
"80-89","434","2.1","681.2"
"90+","235","1.1","1431.5"
"Unknown","16","0.1",
