"age_group","count","percent","rates"
"19 or Under","9589","17.46471","1955.28277"
"20-29","11044","20.11474","4468.01711"
"30-39","9812","17.87087","3597.11703"
"40-49","8735","15.9093","3060.28427"
"50-59","7275","13.25016","2683.30376"
"60-69","4417","8.0448","2047.36235"
"70-79","2063","3.7574","1544.0461"
"80-89","1306","2.37865","2050.0102"
"90+","637","1.16019","3880.36062"
"Unknown","27","0.04918",
