"age_group","count","percent","rates"
"19 or Under","21730","18.40964","4430.94114"
"20-29","22981","19.46948","9297.31086"
"30-39","20720","17.55397","7596.03188"
"40-49","18420","15.60541","6453.39854"
"50-59","15813","13.39676","5832.45119"
"60-69","9752","8.26189","4520.23491"
"70-79","4596","3.89373","3439.86229"
"80-89","2661","2.2544","4176.93503"
"90+","1309","1.10898","7973.92788"
"Unknown","54","0.04575",
