"age_group","count","percent","rates"
"19 or under","30304","19.73611","6415.86691"
"20-29","29989","19.53095","10922.20899"
"30-39","27488","17.90213","9238.23543"
"40-49","23398","15.23843","8550.05682"
"50-59","19834","12.9173","7894.72637"
"60-69","12243","7.97351","6610.36991"
"70-79","5598","3.64581","5262.91049"
"80-84","1822","1.18662","5764.91062"
"85+","2809","1.82942","8036.04635"
"Unknown","61","0.03973",
