"age_group","count","percent","rates"
"19 or Under","18651","18.06637","3803.10553"
"20-29","20043","19.41474","8108.69855"
"30-39","18055","17.48905","6619.03261"
"40-49","16222","15.71351","5683.33503"
"50-59","13849","13.41489","5108.05139"
"60-69","8562","8.29362","3968.64759"
"70-79","4126","3.99667","3088.09221"
"80-89","2457","2.37998","3856.71904"
"90+","1220","1.18176","7431.77388"
"Unknown","51","0.0494",
