"age_group","count","percent","rates"
"19 or under","29469","19.60653","6239.08335"
"20-29","29415","19.5706","10713.15407"
"30-39","26904","17.89996","9041.96326"
"40-49","22886","15.22668","8362.96267"
"50-59","19437","12.93196","7736.70447"
"60-69","12041","8.0112","6501.30393"
"70-79","5516","3.66994","5185.81891"
"80-84","1794","1.1936","5676.31704"
"85+","2782","1.85094","7958.80418"
"Unknown","58","0.03859",
