"age_group","count","percent","rates"
"19 or under","2045","15.3","417"
"20-29","2644","19.8","1069.7"
"30-39","2509","18.8","919.8"
"40-49","2263","17","792.8"
"50-59","1722","12.9","635.1"
"60-69","1104","8.3","511.7"
"70-79","557","4.2","416.9"
"80-89","309","2.3","485"
"90+","167","1.3","1017.3"
"Unknown","20","0.1",
