"age_group","count","percent","rates"
"19 or under","3948","17.4","805"
"20-29","4593","20.3","1858.2"
"30-39","4156","18.4","1523.6"
"40-49","3690","16.3","1292.8"
"50-59","2898","12.8","1068.9"
"60-69","1739","7.7","806.1"
"70-79","871","3.8","651.9"
"80-89","476","2.1","747.2"
"90+","256","1.1","1559.5"
"Unknown","17","0.1",
