"age_group","count","percent","rates"
"19 or under","98139","23.02219","20777.67827"
"20-29","78635","18.4468","28639.43125"
"30-39","75789","17.77916","25471.35569"
"40-49","63205","14.82711","23096.26214"
"50-59","52417","12.29638","20864.06534"
"60-69","32995","7.74022","17815.00899"
"70-79","14596","3.42404","13722.30109"
"80-84","4303","1.00943","13614.93435"
"85+","5921","1.38899","16938.92147"
"Unknown","280","0.06568",
