"age_group","count","percent","rates"
"19 or Under","20431","18.2361","4166.06344"
"20-29","21608","19.28666","8741.84296"
"30-39","19601","17.49527","7185.80217"
"40-49","17567","15.67978","6154.55224"
"50-59","15079","13.45907","5561.72336"
"60-69","9342","8.33839","4330.19222"
"70-79","4441","3.9639","3323.85301"
"80-89","2615","2.33407","4104.72946"
"90+","1299","1.15945","7913.0117"
"Unknown","53","0.04731",
