"age_group","count","percent","rates"
"19 or under","3151","16.7","642.5"
"20-29","3811","20.2","1541.8"
"30-39","3500","18.6","1283.1"
"40-49","3158","16.7","1106.4"
"50-59","2394","12.7","883"
"60-69","1464","7.8","678.6"
"70-79","735","3.9","550.1"
"80-89","402","2.1","631"
"90+","217","1.2","1321.9"
"Unknown","22","0.1",
