"age_group","count","percent","rates"
"19 or under","82788","24.1537","17527.61317"
"20-29","64517","18.82307","23497.55435"
"30-39","60316","17.59741","20271.15135"
"40-49","50328","14.68337","18390.771"
"50-59","40838","11.91463","16255.15959"
"60-69","25170","7.34344","13590.05232"
"70-79","10839","3.16232","10190.19057"
"80-84","3229","0.94207","10216.73786"
"85+","4508","1.31523","12896.58132"
"Unknown","222","0.06477",
