"age_group","count","percent","rates"
"19 or under","1344","14","274.1"
"20-29","1871","19.5","756.9"
"30-39","1781","18.5","652.9"
"40-49","1645","17.1","576.3"
"50-59","1295","13.5","477.6"
"60-69","813","8.5","376.8"
"70-79","432","4.5","323.3"
"80-89","266","2.8","417.5"
"90+","154","1.6","938.1"
"Unknown","11","0.1",
