"age_group","count","percent","rates"
"19 or Under","21379","18.34131","4359.36911"
"20-29","22658","19.43858","9166.63632"
"30-39","20420","17.51857","7486.05072"
"40-49","18213","15.62516","6380.87664"
"50-59","15650","13.42633","5772.33044"
"60-69","9668","8.2943","4481.29934"
"70-79","4564","3.91551","3415.91198"
"80-89","2650","2.27347","4159.66848"
"90+","1306","1.12043","7955.65302"
"Unknown","54","0.04633",
