"age_group","count","percent","rates"
"19 or Under","5003","17.44056","1020.1564"
"20-29","5801","20.22241","2346.88222"
"30-39","5278","18.39922","1934.93515"
"40-49","4678","16.30761","1638.92499"
"50-59","3656","12.74489","1348.4754"
"60-69","2198","7.66227","1018.81423"
"70-79","1089","3.79628","815.05875"
"80-89","636","2.21711","998.32044"
"90+","325","1.13296","1979.77583"
"Unknown","22","0.07669",
