"age_group","count","percent","rates"
"19 or Under","9819","17.42997","2002.18183"
"20-29","11342","20.13349","4588.57751"
"30-39","10053","17.84535","3685.46856"
"40-49","8955","15.89626","3137.36069"
"50-59","7478","13.2744","2758.17808"
"60-69","4568","8.10878","2117.35368"
"70-79","2120","3.76327","1586.70758"
"80-89","1328","2.35737","2084.5433"
"90+","644","1.14318","3923.00195"
"Unknown","27","0.04793",
