"age_group","count","percent","rates"
"19 or Under","6156","17.36187","1255.2634"
"20-29","7175","20.23578","2902.75468"
"30-39","6526","18.40539","2392.45676"
"40-49","5702","16.08145","1997.6807"
"50-59","4633","13.06653","1708.83111"
"60-69","2738","7.72203","1269.11435"
"70-79","1320","3.72282","987.95"
"80-89","804","2.26754","1262.02772"
"90+","380","1.07172","2314.81481"
"Unknown","23","0.06487",
