"age_group","count","percent","rates"
"19 or Under","5773","17.50189","1177.16628"
"20-29","6691","20.28498","2706.94517"
"30-39","6082","18.43868","2229.68465"
"40-49","5319","16.12551","1863.49766"
"50-59","4241","12.85736","1564.24622"
"60-69","2515","7.62468","1165.74967"
"70-79","1245","3.77444","931.81648"
"80-89","735","2.22829","1153.71937"
"90+","363","1.1005","2211.25731"
"Unknown","21","0.06367",
