"age_group","count","percent","rates"
"19 or under","3650","17.1","744.3"
"20-29","4329","20.3","1751.4"
"30-39","3922","18.4","1437.8"
"40-49","3485","16.4","1221"
"50-59","2739","12.9","1010.3"
"60-69","1630","7.7","755.5"
"70-79","827","3.9","619"
"80-89","452","2.1","709.5"
"90+","243","1.1","1480.3"
"Unknown","17","0.1",
