"age_group","count","percent","rates"
"19 or Under","20590","18.25452","4198.48496"
"20-29","21749","19.28205","8798.88664"
"30-39","19729","17.49118","7232.72746"
"40-49","17692","15.68523","6198.34566"
"50-59","15187","13.46437","5601.55798"
"60-69","9411","8.34353","4362.17502"
"70-79","4456","3.95056","3335.07971"
"80-89","2622","2.32459","4115.71727"
"90+","1301","1.15343","7925.19493"
"Unknown","57","0.05053",
