"age_group","count","percent","rates"
"19 or Under","20820","18.27454","4245.38401"
"20-29","21985","19.29711","8894.364"
"30-39","19932","17.49511","7307.14804"
"40-49","17868","15.68345","6260.0068"
"50-59","15325","13.45136","5652.45776"
"60-69","9511","8.34818","4408.52689"
"70-79","4502","3.95158","3369.50827"
"80-89","2634","2.31197","4134.5535"
"90+","1298","1.13931","7906.92008"
"Unknown","54","0.0474",
