"age_group","count","percent","rates"
"19 or Under","20798","18.27367","4240.89801"
"20-29","21962","19.2964","8885.05901"
"30-39","19911","17.49433","7299.44936"
"40-49","17855","15.68788","6255.45228"
"50-59","15308","13.45001","5646.1875"
"60-69","9500","8.34695","4403.42818"
"70-79","4494","3.94855","3363.52069"
"80-89","2634","2.3143","4134.5535"
"90+","1298","1.14046","7906.92008"
"Unknown","54","0.04745",
