"age_group","count","percent","rates"
"19 or Under","20383","18.22938","4156.27581"
"20-29","21564","19.2856","8724.04209"
"30-39","19563","17.49602","7171.87122"
"40-49","17541","15.68766","6145.44321"
"50-59","15043","13.45359","5548.44516"
"60-69","9319","8.33438","4319.53129"
"70-79","4438","3.96909","3321.60766"
"80-89","2612","2.33602","4100.02041"
"90+","1298","1.16086","7906.92008"
"Unknown","53","0.0474",
