"age_group","count","percent","rates"
"19 or under","98839","22.91058","20925.88005"
"20-29","79416","18.40839","28923.87706"
"30-39","76706","17.78022","25779.54333"
"40-49","63967","14.82736","23374.71086"
"50-59","53172","12.32511","21164.58558"
"60-69","33602","7.78884","18142.74684"
"70-79","14964","3.46861","14068.27305"
"80-84","4410","1.02222","13953.48837"
"85+","6052","1.40284","17313.68903"
"Unknown","284","0.06583",
