"age_group","count","percent","rates"
"19 or under","1185","13.4","241.6"
"20-29","1704","19.3","689.4"
"30-39","1630","18.5","597.6"
"40-49","1515","17.2","530.8"
"50-59","1182","13.4","436"
"60-69","772","8.7","357.8"
"70-79","419","4.7","313.6"
"80-89","266","3","417.5"
"90+","151","1.7","919.8"
"Unknown","9","0.1",
