"age_group","count","percent","rates"
"19 or Under","19296","18.14011","3934.6268"
"20-29","20559","19.32745","8317.45415"
"30-39","18596","17.48204","6817.36529"
"40-49","16706","15.70526","5852.90315"
"50-59","14271","13.41612","5263.70145"
"60-69","8871","8.3396","4111.87489"
"70-79","4233","3.97943","3168.17603"
"80-89","2526","2.37469","3965.02739"
"90+","1263","1.18734","7693.71345"
"Unknown","51","0.04794",
