"age_group","count","percent","rates"
"19 or Under","18271","18.00932","3725.62014"
"20-29","19727","19.44447","7980.85598"
"30-39","17782","17.52733","6518.94975"
"40-49","15950","15.72157","5588.04054"
"50-59","13617","13.42198","5022.48074"
"60-69","8413","8.29251","3899.5833"
"70-79","4038","3.98017","3022.22888"
"80-89","2415","2.38041","3790.79222"
"90+","1190","1.17296","7249.02534"
"Unknown","50","0.04928",
