"age_group","count","percent","rates"
"19 or Under","19680","18.1446","4012.92783"
"20-29","20928","19.29524","8466.73868"
"30-39","18945","17.46695","6945.31004"
"40-49","17035","15.70596","5968.16744"
"50-59","14593","13.45448","5382.46761"
"60-69","9051","8.34486","4195.30826"
"70-79","4332","3.99403","3242.27229"
"80-89","2568","2.36765","4030.95421"
"90+","1279","1.17921","7791.17934"
"Unknown","51","0.04702",
