"age_group","count","percent","rates"
"19 or under","2239","15.5","456.6"
"20-29","2877","19.9","1163.9"
"30-39","2694","18.7","987.6"
"40-49","2457","17","860.8"
"50-59","1866","12.9","688.3"
"60-69","1173","8.1","543.7"
"70-79","594","4.1","444.6"
"80-89","325","2.3","510.1"
"90+","184","1.3","1120.9"
"Unknown","20","0.1",
