"age_group","count","percent","rates"
"19 or under","3067","16.6","625.4"
"20-29","3709","20.1","1500.5"
"30-39","3427","18.6","1256.4"
"40-49","3097","16.8","1085"
"50-59","2343","12.7","864.2"
"60-69","1441","7.8","667.9"
"70-79","719","3.9","538.1"
"80-89","392","2.1","615.3"
"90+","208","1.1","1267.1"
"Unknown","20","0.1",
