"age_group","count","percent","rates"
"19 or Under","4529","17.32793","923.50356"
"20-29","5272","20.17064","2132.86727"
"30-39","4814","18.41833","1764.83096"
"40-49","4270","16.33699","1495.98327"
"50-59","3324","12.7176","1226.02085"
"60-69","2026","7.75146","939.089"
"70-79","994","3.80304","743.95629"
"80-89","581","2.2229","911.98769"
"90+","305","1.16693","1857.94347"
"Unknown","22","0.08417",
