"age_group","count","percent","rates"
"19 or under","73895","24.30757","15644.81537"
"20-29","57867","19.0352","21075.57663"
"30-39","53360","17.55263","17933.36156"
"40-49","44519","14.64441","16268.05623"
"50-59","36056","11.86053","14351.73207"
"60-69","21892","7.20132","11820.15993"
"70-79","9385","3.08717","8823.22525"
"80-84","2809","0.92401","8887.8342"
"85+","4019","1.32204","11497.63982"
"Unknown","198","0.06513",
