"age_group","count","percent","rates"
"19 or Under","4346","17.39374","886.18823"
"20-29","5039","20.16729","2038.6036"
"30-39","4604","18.42632","1687.84415"
"40-49","4097","16.39718","1435.37317"
"50-59","3165","12.66709","1167.37545"
"60-69","1923","7.69631","891.34657"
"70-79","956","3.82614","715.51531"
"80-89","548","2.19323","860.18805"
"90+","286","1.14464","1742.20273"
"Unknown","22","0.08805",
