"age_group","count","percent","rates"
"19 or Under","16630","17.77526","3391.00558"
"20-29","18274","19.53248","7393.02287"
"30-39","16504","17.64058","6050.43003"
"40-49","14719","15.73265","5156.76293"
"50-59","12540","13.40359","4625.24113"
"60-69","7753","8.28693","3593.66092"
"70-79","3733","3.99008","2793.95255"
"80-89","2245","2.39961","3523.94556"
"90+","1112","1.18858","6773.87914"
"Unknown","47","0.05024",
