"age_group","count","percent","rates"
"19 or under","3109","16.6","634"
"20-29","3782","20.2","1530.1"
"30-39","3473","18.6","1273.2"
"40-49","3144","16.8","1101.5"
"50-59","2381","12.7","878.2"
"60-69","1459","7.8","676.3"
"70-79","734","3.9","549.4"
"80-89","399","2.1","626.3"
"90+","214","1.1","1303.6"
"Unknown","22","0.1",
