"age_group","count","percent","rates"
"19 or Under","20611","18.25452","4202.76704"
"20-29","21778","19.2881","8810.61903"
"30-39","19750","17.49196","7240.42614"
"40-49","17702","15.67811","6201.84913"
"50-59","15203","13.46483","5607.4594"
"60-69","9422","8.34477","4367.27372"
"70-79","4460","3.95008","3338.0735"
"80-89","2623","2.32311","4117.28695"
"90+","1303","1.15403","7937.37817"
"Unknown","57","0.05048",
