"age_group","count","percent","rates"
"19 or Under","14922","17.61207","3042.72912"
"20-29","16608","19.60201","6719.01739"
"30-39","14980","17.68052","5491.72575"
"40-49","13306","15.70474","4661.7221"
"50-59","11403","13.45868","4205.87118"
"60-69","7008","8.27137","3248.33944"
"70-79","3395","4.00703","2540.97747"
"80-89","2033","2.3995","3191.17208"
"90+","1025","1.20978","6243.90838"
"Unknown","46","0.05429",
