"age_group","count","percent","rates"
"19 or under","4","0.17668","0.84687"
"20-29","14","0.61837","5.0989"
"30-39","42","1.85512","14.11546"
"40-49","85","3.75442","31.06055"
"50-59","209","9.23145","83.19037"
"60-69","363","16.03357","195.9948"
"70-79","473","20.89223","444.68679"
"80-84","281","12.41166","889.09983"
"85+","793","35.0265","2268.6311"
"Unknown","0","0","0"
