"age_group","count","percent","rates"
"19 or Under","2","0.19231","0.40782"
"20-29","5","0.48077","2.02283"
"30-39","14","1.34615","5.13245"
"40-49","33","3.17308","11.56146"
"50-59","78","7.5","28.76944"
"60-69","141","13.55769","65.35614"
"70-79","213","20.48077","159.41921"
"80-89","295","28.36538","463.05743"
"90+","259","24.90385","1577.72904"
"Unknown","0","0","0"
