"age_group","count","percent","rates"
"19 or Under","1","0.16474","0.20391"
"20-29","3","0.49423","1.2137"
"30-39","8","1.31796","2.93283"
"40-49","26","4.28336","9.10903"
"50-59","47","7.743","17.33543"
"60-69","94","15.486","43.57076"
"70-79","128","21.08731","95.80121"
"80-89","162","26.68863","254.28917"
"90+","138","22.73476","840.64327"
"Unknown","0","0","0"
