"age_group","count","percent","rates"
"19 or under","4","0.20619","0.84687"
"20-29","10","0.51546","3.64207"
"30-39","32","1.64948","10.75464"
"40-49","72","3.71134","26.31012"
"50-59","183","9.43299","72.84133"
"60-69","300","15.46392","161.97917"
"70-79","424","21.85567","398.61987"
"80-84","235","12.1134","743.55324"
"85+","680","35.05155","1945.35832"
"Unknown","0","0","0"
