"age_group","count","percent","rates"
"19 or Under","3","0.16051","0.61173"
"20-29","11","0.58855","4.45022"
"30-39","27","1.44462","9.8983"
"40-49","51","2.72873","17.86772"
"50-59","157","8.40021","57.90772"
"60-69","253","13.53665","117.27025"
"70-79","411","21.99037","307.61171"
"80-89","511","27.34082","802.10966"
"90+","445","23.80952","2710.76998"
"Unknown","0","0","0"
