"age_group","count","percent","rates"
"19 or under","0","0","0"
"20-29","0","0","0"
"30-39","5","2","1.8"
"40-49","9","3.6","3.2"
"50-59","26","10.4","9.6"
"60-69","41","16.4","19"
"70-79","57","22.8","42.7"
"80-89","59","23.6","92.6"
"90+","53","21.2","322.9"
"Unknown","0","0","0"
