"age_group","count","percent","rates"
"19 or Under","3","0.16685","0.61173"
"20-29","11","0.61179","4.45022"
"30-39","24","1.33482","8.79849"
"40-49","46","2.5584","16.11598"
"50-59","143","7.95328","52.74398"
"60-69","246","13.68187","114.02561"
"70-79","404","22.46941","302.37258"
"80-89","494","27.47497","775.42499"
"90+","427","23.74861","2601.12086"
"Unknown","0","0","0"
