"age_group","count","percent","rates"
"19 or Under","1","0.1","0.2"
"20-29","3","0.4","1.2"
"30-39","13","1.5","4.8"
"40-49","29","3.4","10.2"
"50-59","61","7.2","22.5"
"60-69","123","14.6","57"
"70-79","183","21.7","137"
"80-89","234","27.8","367.3"
"90+","196","23.3","1194"
"Unknown","0","0","0"
