"age_group","count","percent","rates"
"19 or Under","1","0.22936","0.20391"
"20-29","3","0.68807","1.2137"
"30-39","7","1.6055","2.56623"
"40-49","17","3.89908","5.95591"
"50-59","38","8.7156","14.01588"
"60-69","71","16.2844","32.90983"
"70-79","96","22.01835","71.85091"
"80-89","109","25","171.0958"
"90+","94","21.55963","572.61209"
"Unknown","0","0","0"
