"age_group","count","percent","rates"
"19 or Under","4","0.21333","0.81564"
"20-29","8","0.42667","3.23652"
"30-39","31","1.65333","11.36472"
"40-49","68","3.62667","23.82362"
"50-59","170","9.06667","62.70263"
"60-69","286","15.25333","132.56636"
"70-79","415","22.13333","310.60549"
"80-89","497","26.50667","780.13405"
"90+","396","21.12","2412.2807"
"Unknown","0","0","0"
