"age_group","count","percent","rates"
"19 or Under","2","0.13957","0.40782"
"20-29","10","0.69784","4.04565"
"30-39","19","1.32589","6.96547"
"40-49","36","2.51221","12.61251"
"50-59","108","7.53664","39.83461"
"60-69","194","13.53803","89.92264"
"70-79","310","21.63294","232.01856"
"80-89","399","27.84368","626.3048"
"90+","355","24.7732","2162.52437"
"Unknown","0","0","0"
