"age_group","count","percent","rates"
"19 or Under","6","0.27548","1.22345"
"20-29","14","0.64279","5.66391"
"30-39","34","1.56107","12.46453"
"40-49","62","2.84665","21.72154"
"50-59","189","8.67769","69.71057"
"60-69","306","14.04959","141.83674"
"70-79","467","21.44169","349.52474"
"80-89","603","27.68595","946.52079"
"90+","497","22.8191","3027.53411"
"Unknown","0","0","0"
