"age_group","count","percent","rates"
"19 or Under","1","0.22371","0.20391"
"20-29","3","0.67114","1.2137"
"30-39","7","1.566","2.56623"
"40-49","17","3.80313","5.95591"
"50-59","39","8.72483","14.38472"
"60-69","71","15.88367","32.90983"
"70-79","96","21.47651","71.85091"
"80-89","116","25.95078","182.0836"
"90+","97","21.70022","590.88694"
"Unknown","0","0","0"
