"age_group","count","percent","rates"
"19 or Under","2","0.14881","0.40782"
"20-29","9","0.66964","3.64109"
"30-39","18","1.33929","6.59887"
"40-49","36","2.67857","12.61251"
"50-59","101","7.51488","37.25274"
"60-69","178","13.24405","82.50634"
"70-79","289","21.50298","216.30118"
"80-89","378","28.125","593.34139"
"90+","333","24.77679","2028.50877"
"Unknown","0","0","0"
