"age_group","count","percent","rates"
"19 or under","4","0.18536","0.84687"
"20-29","12","0.55607","4.37049"
"30-39","36","1.66821","12.09897"
"40-49","81","3.75348","29.59888"
"50-59","199","9.2215","79.20997"
"60-69","338","15.66265","182.49653"
"70-79","458","21.22335","430.58467"
"80-84","268","12.41891","847.96709"
"85+","762","35.31047","2179.94564"
"Unknown","0","0","0"
