"age_group","count","percent","rates"
"19 or Under","0","0","0"
"20 - 29","0","0","0"
"30-39","5","1.7","1.8"
"40-49","11","3.7","3.9"
"50-59","30","10","11.1"
"60-69","50","16.7","23.2"
"70-79","66","22.1","49.4"
"80-89","74","24.7","116.2"
"90+","63","21.1","383.8"
"Unknown","0","0","0"
