"age_group","count","percent","rates"
"19 or Under","6","0.28736","1.22345"
"20-29","12","0.57471","4.85478"
"30-39","33","1.58046","12.09793"
"40-49","59","2.82567","20.67049"
"50-59","178","8.5249","65.65334"
"60-69","286","13.69732","132.56636"
"70-79","454","21.7433","339.79493"
"80-89","580","27.77778","910.41801"
"90+","480","22.98851","2923.97661"
"Unknown","0","0","0"
