"age_group","count","percent","rates"
"19 or under","4","0.17889","0.84687"
"20-29","13","0.5814","4.73469"
"30-39","39","1.74419","13.10722"
"40-49","83","3.71199","30.32972"
"50-59","206","9.21288","81.99625"
"60-69","358","16.01073","193.29514"
"70-79","470","21.01968","441.86637"
"80-84","278","12.43292","879.60766"
"85+","785","35.10733","2245.74453"
"Unknown","0","0","0"
