"age_group","count","percent","rates"
"19 or under","4","0.18753","0.84687"
"20-29","12","0.56259","4.37049"
"30-39","35","1.64088","11.76289"
"40-49","78","3.65682","28.50263"
"50-59","199","9.32958","79.20997"
"60-69","334","15.6587","180.33681"
"70-79","455","21.33146","427.76425"
"80-84","262","12.28317","828.98276"
"85+","754","35.34927","2157.05908"
"Unknown","0","0","0"
