"age_group","count","percent","rates"
"19 or Under","1","0.22727","0.20391"
"20-29","3","0.68182","1.2137"
"30-39","7","1.59091","2.56623"
"40-49","17","3.86364","5.95591"
"50-59","39","8.86364","14.38472"
"60-69","71","16.13636","32.90983"
"70-79","96","21.81818","71.85091"
"80-89","112","25.45455","175.80486"
"90+","94","21.36364","572.61209"
"Unknown","0","0","0"
