"age_group","count","percent","rates"
"19 or Under","1","0.3","0.2"
"20-29","3","0.8","1.2"
"30-39","7","1.9","2.6"
"40-49","14","3.8","4.9"
"50-59","34","9.1","12.5"
"60-69","62","16.6","28.7"
"70-79","81","21.7","60.6"
"80-89","93","24.9","146"
"90+","78","20.9","475.1"
"Unknown","0","0","0"
