"age_group","count","percent","rates"
"19 or Under","6","0.2726","1.22345"
"20-29","14","0.63607","5.66391"
"30-39","34","1.54475","12.46453"
"40-49","63","2.86234","22.07188"
"50-59","191","8.67787","70.44825"
"60-69","313","14.22081","145.08137"
"70-79","470","21.35393","351.77008"
"80-89","610","27.71468","957.50859"
"90+","500","22.71695","3045.80897"
"Unknown","0","0","0"
