"age_group","count","percent","rates"
"19 or Under","0","0","0"
"20-29","0","0","0"
"30-39","5","1.8","1.8"
"40-49","11","3.9","3.9"
"50-59","28","10","10.3"
"60-69","47","16.8","21.8"
"70-79","59","21.1","44.2"
"80-89","69","24.6","108.3"
"90+","61","21.8","371.6"
"Unknown","0","0","0"
