"age_group","count","percent","rates"
"19 or Under","2","0.12937","0.40782"
"20-29","10","0.64683","4.04565"
"30-39","19","1.22898","6.96547"
"40-49","42","2.71669","14.71459"
"50-59","120","7.76197","44.26068"
"60-69","209","13.51876","96.87542"
"70-79","339","21.92755","253.72352"
"80-89","428","27.68435","671.8257"
"90+","377","24.38551","2296.53996"
"Unknown","0","0","0"
