"age_group","count","percent","rates"
"19 or Under","2","0.12005","0.40782"
"20-29","10","0.60024","4.04565"
"30-39","21","1.2605","7.69868"
"40-49","45","2.70108","15.76563"
"50-59","125","7.503","46.10488"
"60-69","230","13.80552","106.60931"
"70-79","371","22.26891","277.67383"
"80-89","458","27.491","718.91629"
"90+","404","24.2497","2461.01365"
"Unknown","0","0","0"
