"age_group","count","percent","rates"
"19 or Under","1","0.22523","0.20391"
"20-29","3","0.67568","1.2137"
"30-39","7","1.57658","2.56623"
"40-49","17","3.82883","5.95591"
"50-59","39","8.78378","14.38472"
"60-69","71","15.99099","32.90983"
"70-79","96","21.62162","71.85091"
"80-89","113","25.45045","177.37454"
"90+","97","21.84685","590.88694"
"Unknown","0","0","0"
