"age_group","count","percent","rates"
"19 or Under","3","0.16997","0.61173"
"20-29","10","0.56657","4.04565"
"30-39","24","1.35977","8.79849"
"40-49","46","2.60623","16.11598"
"50-59","140","7.93201","51.63746"
"60-69","240","13.59773","111.2445"
"70-79","394","22.32295","294.88811"
"80-89","488","27.64873","766.00688"
"90+","420","23.79603","2558.47953"
"Unknown","0","0","0"
